Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Post Graduated,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,0,69,Not Partner,1,Elderly,1685,1
Post Graduated,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,0,78,Not Partner,1,Elderly,277,1
Post Graduated,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,507,0
Post Graduated,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,2,59,Partner,4,Adult,68,0
Graduated,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,0,40,Not Partner,1,Adult,49,0
Post Graduated,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,0,36,Partner,2,Adult,397,3
Graduated,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,39,0
Graduated,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,1,55,Partner,3,Adult,306,2
Graduated,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,69,Partner,2,Elderly,976,2
Post Graduated,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,1,52,Partner,3,Adult,1028,2
Graduated,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,1,37,Partner,3,Adult,70,1
Graduated,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,0,64,Partner,2,Elderly,46,0
Post Graduated,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,1,43,Partner,3,Adult,51,1
Graduated,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,0,63,Partner,2,Elderly,1263,2
Graduated,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,1,53,Not Partner,2,Adult,1490,2
Post Graduated,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,0,52,Partner,2,Adult,1564,3
Graduated,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,1,56,Partner,3,Adult,1815,3
Post Graduated,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,1198,1
Graduated,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,1,55,Not Partner,2,Adult,416,0
Graduated,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,33,Partner,2,Adult,85,0
Post Graduated,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,1,42,Not Partner,2,Adult,47,1
Graduated,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,0,47,Not Partner,1,Adult,137,0
Post Graduated,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,2,58,Partner,4,Adult,21,1
Graduated,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,1,46,Not Partner,2,Adult,70,1
Graduated,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,1,51,Partner,3,Adult,909,3
Graduated,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,0,67,Not Partner,1,Elderly,1676,0
Post Graduated,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,0,80,Not Partner,1,Elderly,1735,2
Graduated,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,2,64,Not Partner,3,Elderly,1191,3
Post Graduated,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,1,46,Partner,3,Adult,24,0
Post Graduated,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1,54,Partner,3,Adult,1182,2
Graduated,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,0,53,Partner,2,Adult,1280,0
Graduated,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,0,66,Not Partner,1,Elderly,1336,2
Post Graduated,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,2,58,Partner,4,Adult,749,2
Post Graduated,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,2,49,Partner,4,Adult,91,1
Post Graduated,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,1,76,Partner,3,Elderly,414,0
Post Graduated,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,1,41,Partner,3,Adult,44,3
Post Graduated,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,2,55,Partner,4,Adult,63,1
Graduated,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,1,72,Partner,3,Elderly,901,1
Graduated,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,2,48,Partner,4,Adult,38,2
Post Graduated,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,1,67,Not Partner,2,Elderly,455,2
Post Graduated,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,1,74,Not Partner,2,Elderly,775,1
Post Graduated,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,15,2
Graduated,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,1,50,Partner,3,Adult,38,0
Post Graduated,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,0,39,Partner,2,Adult,1512,1
Graduated,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,43,2
Graduated,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,1,46,Not Partner,2,Adult,42,3
Graduated,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,0,39,Partner,2,Adult,1089,1
Post Graduated,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,1,47,Partner,3,Adult,162,2
Graduated,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,0,72,Not Partner,1,Elderly,1272,0
Graduated,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,0,41,Partner,2,Adult,1173,3
Post Graduated,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,1,49,Partner,3,Adult,816,0
Graduated,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,2,55,Not Partner,3,Adult,74,2
Graduated,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,134,1
Post Graduated,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,0,83,Not Partner,1,Elderly,157,1
Graduated,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,1,47,Partner,3,Adult,561,2
Graduated,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,0,72,Not Partner,1,Elderly,1336,2
Post Graduated,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,0,47,Partner,2,Adult,2092,1
Post Graduated,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,0,59,Not Partner,1,Adult,463,0
Post Graduated,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,0,73,Not Partner,1,Elderly,1130,3
Graduated,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,1,47,Partner,3,Adult,20,0
Graduated,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,1,67,Not Partner,2,Elderly,377,3
Graduated,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,0,33,Not Partner,1,Adult,1544,1
Post Graduated,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,2,73,Not Partner,3,Elderly,138,2
Post Graduated,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,1,58,Partner,3,Adult,1012,0
Post Graduated,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,0,61,Not Partner,1,Elderly,1766,0
Graduated,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,2,45,Partner,4,Adult,45,0
Graduated,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,2,71,Not Partner,3,Elderly,161,0
Graduated,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,1,57,Not Partner,2,Adult,144,0
Graduated,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,0,76,Partner,2,Elderly,1734,2
Graduated,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,823,3
Graduated,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,1,60,Partner,3,Adult,1138,0
Graduated,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,0,74,Not Partner,1,Elderly,1429,3
Post Graduated,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,0,45,Partner,2,Adult,1371,3
Graduated,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,1,57,Not Partner,2,Adult,982,0
Graduated,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,1,40,Not Partner,2,Adult,44,0
Graduated,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,2,52,Partner,4,Adult,318,1
Graduated,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,1,48,Partner,3,Adult,434,2
Graduated,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,52,Partner,4,Adult,198,3
Graduated,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,1,54,Partner,3,Adult,359,2
Graduated,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,0,60,Partner,2,Adult,576,2
Post Graduated,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,2,55,Not Partner,3,Adult,88,3
Graduated,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,1,44,Partner,3,Adult,63,2
Post Graduated,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,1,39,Not Partner,2,Adult,27,2
Graduated,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,1,39,Partner,3,Adult,193,1
Post Graduated,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,1,49,Not Partner,2,Adult,101,0
Graduated,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,0,72,Partner,2,Elderly,2211,0
Post Graduated,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,1,61,Partner,3,Elderly,140,0
Graduated,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,2,48,Not Partner,3,Adult,415,0
Graduated,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,1,66,Partner,3,Elderly,22,0
Graduated,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,2,45,Partner,4,Adult,263,0
Graduated,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,0,32,Partner,2,Adult,393,0
Graduated,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,1,37,Partner,3,Adult,147,0
Graduated,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,443,2
Post Graduated,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,0,60,Not Partner,1,Adult,1958,0
Post Graduated,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,1,52,Partner,3,Adult,174,1
Post Graduated,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,0,76,Not Partner,1,Elderly,2217,1
Graduated,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,1,65,Not Partner,2,Elderly,1691,2
Graduated,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,25,0
Graduated,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,0,43,Partner,2,Adult,809,2
Graduated,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,0,48,Partner,2,Adult,895,2
Post Graduated,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,1,48,Partner,3,Adult,484,2
Post Graduated,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,1,50,Partner,3,Adult,413,0
Graduated,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,1,43,Not Partner,2,Adult,331,0
Graduated,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,1,53,Not Partner,2,Adult,25,0
Post Graduated,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,1,56,Not Partner,2,Adult,13,3
Graduated,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,1,53,Partner,3,Adult,115,3
Graduated,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,57,Not Partner,1,Adult,16,0
Post Graduated,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,2,51,Not Partner,3,Adult,92,0
Graduated,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,1,46,Partner,3,Adult,52,3
Graduated,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,1,53,Partner,3,Adult,1464,1
Graduated,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,1,59,Not Partner,2,Adult,441,1
Post Graduated,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,1,64,Not Partner,2,Elderly,283,0
Post Graduated,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,1,57,Partner,3,Adult,747,0
Graduated,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,0,65,Not Partner,1,Elderly,1870,0
Graduated,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,1,37,Not Partner,2,Adult,165,1
Graduated,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,0,46,Partner,2,Adult,1941,0
Not Graduated,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,0,42,Partner,2,Adult,839,1
Graduated,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,0,65,Not Partner,1,Elderly,1655,1
Graduated,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,2,48,Partner,4,Adult,23,0
Graduated,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,0,40,Partner,2,Adult,66,1
Graduated,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,2,56,Partner,4,Adult,37,0
Graduated,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,2,72,Not Partner,3,Elderly,21,1
Graduated,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,3,51,Partner,5,Adult,22,1
Graduated,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,1,45,Partner,3,Adult,78,1
Post Graduated,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,1,41,Partner,3,Adult,79,0
Graduated,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,265,2
Post Graduated,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,1,71,Partner,3,Elderly,1175,2
Post Graduated,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,1,58,Partner,3,Adult,1305,1
Post Graduated,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,1,44,Partner,3,Adult,46,0
Graduated,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,2,58,Partner,4,Adult,25,0
Graduated,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,0,70,Not Partner,1,Elderly,46,0
Post Graduated,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,1,74,Partner,3,Elderly,874,0
Graduated,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,1,38,Partner,3,Adult,100,3
Post Graduated,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,1,76,Not Partner,2,Elderly,930,2
Graduated,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,1,68,Partner,3,Elderly,868,2
Graduated,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,1,47,Partner,3,Adult,45,2
Graduated,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,1,48,Partner,3,Adult,1260,3
Graduated,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,1,39,Partner,3,Adult,414,0
Graduated,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,392,1
Graduated,75330.0,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,2,46,Partner,4,Adult,1109,3
Graduated,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,1,72,Not Partner,2,Elderly,639,3
Graduated,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,1,39,Partner,3,Adult,79,0
Graduated,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,0,41,Partner,2,Adult,1665,2
Graduated,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,0,32,Not Partner,1,Adult,692,1
Graduated,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,3,53,Not Partner,4,Adult,1392,1
Graduated,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,1,42,Partner,3,Adult,44,0
Post Graduated,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,1,44,Partner,3,Adult,50,2
Graduated,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,1,52,Partner,3,Adult,467,0
Graduated,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,1,53,Not Partner,2,Adult,223,1
Graduated,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,158,1
Graduated,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,0,50,Partner,2,Adult,1211,3
Graduated,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,1,53,Not Partner,2,Adult,1575,1
Graduated,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,0,76,Partner,2,Elderly,1208,0
Graduated,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,2,72,Partner,4,Elderly,43,0
Graduated,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,2,48,Not Partner,3,Adult,527,1
Graduated,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,1,64,Not Partner,2,Elderly,932,1
Post Graduated,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,2,68,Not Partner,3,Elderly,71,0
Graduated,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,2,70,Partner,4,Elderly,54,2
Graduated,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,0,58,Not Partner,1,Adult,129,2
Graduated,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,1,50,Not Partner,2,Adult,1615,1
Post Graduated,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,1034,0
Graduated,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,1088,0
Post Graduated,,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,2,54,Partner,4,Adult,721,0
Graduated,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,1,54,Partner,3,Adult,137,3
Post Graduated,,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,1,42,Not Partner,2,Adult,47,2
Post Graduated,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,0,41,Partner,2,Adult,1244,1
Graduated,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,2,45,Partner,4,Adult,41,2
Graduated,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,49,Partner,3,Adult,1174,1
Graduated,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,1,72,Not Partner,2,Elderly,993,0
Graduated,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,0,75,Partner,2,Elderly,100,0
Post Graduated,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,1,71,Partner,3,Elderly,1680,3
Graduated,31761.0,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,1,39,Partner,3,Adult,98,0
Graduated,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,1,44,Partner,3,Adult,48,0
Graduated,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,1,74,Partner,3,Elderly,519,2
Graduated,71866.0,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,715,1
Graduated,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,1,54,Partner,3,Adult,37,3
Post Graduated,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,0,36,Not Partner,1,Adult,653,2
Graduated,69520.0,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,0,40,Partner,2,Adult,1455,3
Graduated,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,1,53,Not Partner,2,Adult,602,2
Post Graduated,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,1,46,Partner,3,Adult,26,1
Not Graduated,22123.0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,0,63,Not Partner,1,Elderly,102,3
Graduated,,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,2,52,Partner,4,Adult,97,1
Post Graduated,,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,207,0
Graduated,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,1,50,Partner,3,Adult,176,1
Graduated,,0,1,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,1,68,Not Partner,2,Elderly,450,0
Graduated,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,1,63,Partner,3,Elderly,433,0
Graduated,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,0,35,Partner,2,Adult,1366,3
Post Graduated,,0,0,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,0,80,Not Partner,1,Elderly,1564,1
Graduated,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1,54,Partner,3,Adult,1001,3
Graduated,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,0,31,Partner,2,Adult,961,2
Graduated,79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,1,64,Partner,3,Elderly,1518,3
